LCLid,pre_2011_2012_days,drift_2013_days,post_2014_days
MAC003481,90,72,0
MAC003482,90,365,59
MAC003483,90,365,59
MAC003484,90,178,0
MAC003485,90,365,59
MAC003486,89,365,59
MAC003487,89,365,59
MAC003488,89,365,59
MAC003489,89,365,59
MAC003490,89,365,59
MAC003491,88,365,59
MAC003492,89,365,59
MAC003493,17,365,59
MAC003494,89,365,59
MAC003495,89,365,59
MAC003496,89,364,59
MAC003497,89,229,0
MAC003498,89,365,59
MAC003499,89,365,59
MAC003500,89,365,59
MAC003501,89,365,59
MAC003502,89,365,59
MAC003503,89,365,59
MAC003504,89,365,59
MAC003505,88,365,59
MAC003506,88,365,59
MAC003507,88,364,36
MAC003508,88,365,59
MAC003509,88,365,59
MAC003510,88,365,59
MAC003511,88,365,59
MAC003512,88,365,59
MAC003513,88,365,59
MAC003514,88,365,59
MAC003515,88,365,59
MAC003516,88,365,59
MAC003517,88,365,59
MAC003518,88,365,59
MAC003519,88,365,59
MAC003520,88,365,59
MAC003521,88,365,59
MAC003522,85,365,59
MAC003523,85,365,59
MAC003524,85,365,59
MAC003525,85,365,59
MAC003526,85,365,59
MAC003527,85,365,59
MAC003528,85,365,59
MAC003529,85,365,59
MAC003530,85,365,59
MAC003531,85,365,59
MAC003532,85,365,59
MAC003533,85,365,59
MAC003534,85,365,59
MAC003535,85,365,59
MAC003536,85,365,59
MAC003537,85,365,59
MAC003538,85,365,59
MAC003539,85,365,59
MAC003540,85,365,59
MAC003541,85,365,59
MAC003542,85,365,59
MAC003543,85,365,59
MAC003544,85,365,59
MAC003545,85,365,59
MAC003546,85,365,59
MAC003547,85,365,59
MAC003548,85,365,59
MAC003549,85,365,59
MAC003550,85,365,59
MAC003551,85,365,59
MAC003552,85,365,59
MAC003553,85,365,59
MAC003554,85,24,0
MAC003555,85,365,59
MAC003556,85,365,59
MAC003557,84,324,0
MAC003558,84,365,59
MAC003559,0,64,59
MAC003560,84,365,59
MAC003561,84,365,59
MAC003562,84,365,59
MAC003563,84,365,59
MAC003564,84,365,59
MAC003565,84,365,59
MAC003566,84,365,59
MAC003567,84,365,59
MAC003568,84,365,59
MAC003569,84,365,59
MAC003570,84,365,59
MAC003571,84,365,59
MAC003572,84,50,0
MAC003573,84,365,59
MAC003574,84,365,59
MAC003575,84,365,59
MAC003576,84,320,0
MAC003577,84,365,59
MAC003578,84,365,59
MAC003579,84,365,59
MAC003580,84,365,59
MAC003581,84,365,59
MAC003582,84,365,59
MAC003583,84,365,59
MAC003584,84,365,59
MAC003585,83,365,59
MAC003586,83,365,59
MAC003587,83,365,59
MAC003588,83,365,59
MAC003589,83,365,59
MAC003590,83,365,59
MAC003591,83,365,59
MAC003592,83,81,0
MAC003593,83,365,59
MAC003594,83,365,59
MAC003595,83,365,59
MAC003596,83,365,59
MAC003597,83,365,59
MAC003598,83,365,59
MAC003599,21,365,59
MAC003600,82,365,59
MAC003601,82,365,59
MAC003602,82,365,59
MAC003603,82,365,59
MAC003604,82,365,59
MAC003605,82,365,59
MAC003606,82,365,59
MAC003607,82,365,59
MAC003608,82,264,0
MAC003609,82,365,59
MAC003610,82,365,59
MAC003611,82,365,59
MAC003612,82,365,59
MAC003613,82,365,59
MAC003614,82,365,59
MAC003615,82,365,59
MAC003616,82,365,59
MAC003617,77,365,59
MAC003618,82,365,59
MAC003619,82,365,59
MAC003620,82,365,59
MAC003621,82,365,59
MAC003622,82,365,59
MAC003623,82,365,59
MAC003624,82,365,59
MAC003625,82,365,59
MAC003626,82,365,59
MAC003627,82,365,59
MAC003628,82,365,59
MAC003629,82,365,39
MAC003630,82,364,59
MAC003631,82,365,59
MAC003632,81,365,59
MAC003633,81,365,59
MAC003634,81,365,59
MAC003635,81,365,59
MAC003636,81,365,59
MAC003637,81,365,59
MAC003638,81,365,59
MAC003639,81,365,59
MAC003640,81,365,59
MAC003641,81,365,59
MAC003642,81,365,59
MAC003643,81,365,59
MAC003644,81,365,59
MAC003645,81,365,59
MAC003646,81,365,59
MAC003647,81,365,59
MAC003648,81,365,59
MAC003649,81,365,59
MAC003650,81,365,59
MAC003651,81,365,59
MAC003652,81,365,59
MAC003653,81,365,59
MAC003654,81,365,59
MAC003655,81,365,59
MAC003656,81,365,59
MAC003657,81,365,59
MAC003658,81,365,59
MAC003659,81,365,59
MAC003660,81,365,59
MAC003661,81,365,59
MAC003662,81,336,0
MAC003663,81,365,59
MAC003664,81,365,59
MAC003665,78,365,59
MAC003666,78,365,59
MAC003667,78,365,59
MAC003668,78,365,59
MAC003669,78,365,37
MAC003670,78,365,59
MAC003671,78,365,59
MAC003672,78,365,59
MAC003673,78,365,59
MAC003674,78,365,59
MAC003675,78,365,59
MAC003676,78,365,59
MAC003677,78,365,59
MAC003678,78,365,59
MAC003679,78,365,59
MAC003680,77,365,59
MAC003681,77,365,59
MAC003682,77,365,59
MAC003683,77,327,0
MAC003684,77,365,59
MAC003685,77,365,59
MAC003686,77,365,59
MAC003687,77,365,59
MAC003688,77,365,59
MAC003689,77,365,59
MAC003690,77,365,59
MAC003691,77,365,59
MAC003692,77,364,59
MAC003693,77,365,59
MAC003694,77,365,59
MAC003695,77,365,59
MAC003696,56,365,59
MAC003697,77,365,59
MAC003698,76,365,59
MAC003699,56,365,59
MAC003700,75,365,59
MAC003701,76,365,59
MAC003702,76,365,59
MAC003703,76,336,0
MAC003704,76,365,59
MAC003705,76,365,59
MAC003706,76,365,59
MAC003707,76,365,59
MAC003708,76,365,59
MAC003709,76,365,59
MAC003710,76,365,59
MAC003711,76,357,59
MAC003712,56,365,59
MAC003713,76,365,59
MAC003714,76,365,59
MAC003715,76,365,59
MAC003716,76,115,0
MAC003717,76,365,59
MAC003718,76,289,0
MAC003719,76,365,59
MAC003720,76,287,0
MAC003721,76,365,59
MAC003722,76,365,59
MAC003723,76,248,0
MAC003724,76,365,59
MAC003725,76,343,0
MAC003726,75,365,59
MAC003727,75,365,59
MAC003728,75,365,59
MAC003729,75,365,59
MAC003730,75,365,59
MAC003731,75,365,59
MAC003732,75,365,59
MAC003733,75,365,59
MAC003734,75,365,59
MAC003735,75,365,59
MAC003736,75,365,59
MAC003737,75,365,59
MAC003738,75,365,59
MAC003739,75,365,59
MAC003740,75,365,59
MAC003741,75,365,59
MAC003742,75,365,59
MAC003743,75,365,59
MAC003744,75,365,59
MAC003745,75,365,59
MAC003746,75,365,59
MAC003747,75,365,59
MAC003748,75,277,0
MAC003749,75,365,59
MAC003750,75,365,59
MAC003751,75,365,59
MAC003752,75,365,59
MAC003753,75,365,59
MAC003754,74,365,59
MAC003755,74,365,59
MAC003756,74,365,59
MAC003757,74,365,59
MAC003758,74,365,59
MAC003759,74,365,59
MAC003760,74,365,59
MAC003761,74,363,59
MAC003762,74,365,59
MAC003763,74,365,59
MAC003764,74,365,59
MAC003765,74,365,59
MAC003766,74,365,59
MAC003767,74,365,59
MAC003768,74,365,59
MAC003769,74,365,59
MAC003770,74,115,0
MAC003771,74,365,59
MAC003772,74,365,59
MAC003773,74,365,59
MAC003774,74,365,59
MAC003775,74,365,13
MAC003776,74,365,59
MAC003777,74,365,8
MAC003778,74,365,59
MAC003779,74,365,59
MAC003780,74,365,59
MAC003781,74,365,59
MAC003782,74,365,59
MAC003783,73,365,59
MAC003784,73,365,59
MAC003785,71,365,59
MAC003786,71,365,59
MAC003787,71,365,59
MAC003788,71,365,59
MAC003789,71,365,59
MAC003790,71,365,59
MAC003791,71,365,59
MAC003792,71,365,59
MAC003793,71,365,59
MAC003794,71,365,59
MAC003795,71,365,59
MAC003796,71,365,59
MAC003797,71,365,59
MAC003798,71,365,59
MAC003799,71,365,59
MAC003800,71,365,59
MAC003801,71,365,59
MAC003802,71,365,59
MAC003803,71,365,59
MAC003804,71,365,59
MAC003805,71,365,59
MAC003806,71,365,59
MAC003807,71,365,59
MAC003808,71,365,59
MAC003809,71,365,59
MAC003810,71,365,59
MAC003811,71,365,59
MAC003812,71,365,59
MAC003813,71,365,59
MAC003814,71,365,59
MAC003815,71,365,59
MAC003816,71,365,59
MAC003817,71,365,59
MAC003818,71,365,59
MAC003819,70,365,59
MAC003820,70,365,59
MAC003821,70,343,0
MAC003822,70,365,59
MAC003823,70,365,59
MAC003824,70,365,59
MAC003825,70,365,59
MAC003826,70,365,59
MAC003827,70,365,59
MAC003828,70,365,59
MAC003829,70,365,59
MAC003830,70,365,59
MAC003831,70,365,59
MAC003832,70,365,59
MAC003833,70,365,59
MAC003834,70,365,59
MAC003835,70,365,59
MAC003836,70,365,59
MAC003837,70,365,59
MAC003838,70,365,59
MAC003839,70,325,0
MAC003840,70,365,59
MAC003841,70,365,59
MAC003842,70,365,59
MAC003843,70,365,59
MAC003844,69,365,59
MAC003845,69,365,59
MAC003846,69,365,59
MAC003847,69,365,59
MAC003848,69,365,59
MAC003849,69,365,59
MAC003850,69,365,59
MAC003851,69,365,59
MAC003852,69,365,59
MAC003853,69,365,59
MAC003854,69,365,59
MAC003855,69,365,59
MAC003856,69,365,59
MAC003857,68,365,59
MAC003858,68,365,59
MAC003859,68,365,59
MAC003860,68,365,59
MAC003861,68,365,59
MAC003862,68,365,59
MAC003863,68,365,59
MAC003864,68,365,59
MAC003865,68,365,59
MAC003866,68,365,59
MAC003867,68,365,42
MAC003868,68,365,59
MAC003869,68,365,59
MAC003870,68,365,59
MAC003871,68,365,59
MAC003872,68,365,59
MAC003873,68,365,59
MAC003874,68,365,59
MAC003875,68,365,59
MAC003876,68,365,59
MAC003877,68,365,59
MAC003878,68,365,59
MAC003879,68,365,59
MAC003880,68,365,59
MAC003881,68,365,59
MAC003882,68,365,59
MAC003883,68,365,59
MAC003884,68,365,59
MAC003885,68,365,59
MAC003886,67,365,59
MAC003887,67,365,59
MAC003888,67,365,59
MAC003889,67,365,59
MAC003890,67,365,59
MAC003891,67,362,59
MAC003892,67,365,59
MAC003893,67,365,59
MAC003894,67,365,59
MAC003895,67,365,51
MAC003896,67,365,59
MAC003897,67,365,59
MAC003898,67,365,59
MAC003899,67,365,59
MAC003900,67,365,59
MAC003901,67,365,59
MAC003902,67,365,59
MAC003903,67,365,59
MAC003904,67,365,59
MAC003905,67,365,59
MAC003906,67,365,59
MAC003907,67,365,59
MAC003908,67,331,0
MAC003909,67,365,59
MAC003910,67,365,59
MAC003911,67,363,59
MAC003912,67,365,59
MAC003913,67,132,0
MAC003914,67,365,59
MAC003915,67,365,59
MAC003916,67,365,59
MAC003917,67,365,59
MAC003918,67,365,59
MAC003919,67,365,59
MAC003920,67,365,59
MAC003921,67,365,59
MAC003922,64,365,59
MAC003923,60,365,59
MAC003924,55,365,59
MAC003925,54,365,59
MAC003926,54,365,59
MAC003927,53,365,59
MAC003928,53,365,59
MAC003929,50,365,59
MAC003930,50,365,59
MAC003931,45,365,59
MAC003932,45,365,59
MAC003933,39,365,59
MAC003934,27,365,59
MAC003935,124,0,0
MAC003936,180,365,59
MAC003937,180,365,59
MAC003938,180,365,59
MAC003939,180,365,59
MAC003940,180,365,59
MAC003941,180,365,59
MAC003942,180,365,59
MAC003943,180,365,59
MAC003944,180,365,59
MAC003945,180,365,59
MAC003946,180,325,0
MAC003947,180,365,59
MAC003948,180,365,59
MAC003949,180,365,59
MAC003950,180,365,59
MAC003951,180,365,59
MAC003952,180,365,59
MAC003953,180,365,59
MAC003954,180,365,59
MAC003955,179,365,59
MAC003956,179,365,59
MAC003957,179,365,59
MAC003958,179,365,59
MAC003959,179,365,59
MAC003960,179,365,59
MAC003961,179,365,59
MAC003962,179,365,59
MAC003963,179,365,59
MAC003964,179,365,59
MAC003965,179,365,59
MAC003966,179,365,59
MAC003967,179,365,59
MAC003968,179,365,59
MAC003969,179,365,59
MAC003970,179,365,59
MAC003971,179,365,59
MAC003972,179,365,59
MAC003973,177,364,59
MAC003974,179,365,59
MAC003975,179,365,59
MAC003976,179,365,59
MAC003977,179,365,59
MAC003978,179,365,59
MAC003979,179,365,59
MAC003980,179,365,59
MAC003981,179,365,59
MAC003982,179,365,59
MAC003983,179,365,59
MAC003984,179,365,59
MAC003985,179,365,59
MAC003986,179,365,59
MAC003987,179,365,59
MAC003988,179,365,59
MAC003989,179,365,59
MAC003990,179,365,59
MAC003991,179,365,59
MAC003992,179,365,59
MAC003993,179,365,59
MAC003994,179,365,59
MAC003995,179,365,59
MAC003996,179,365,59
MAC003997,179,365,59
MAC003998,179,365,59
MAC003999,179,327,0
MAC004000,179,365,59
MAC004001,179,365,59
MAC004002,179,365,59
MAC004003,179,365,59
MAC004004,179,365,59
MAC004005,179,365,59
MAC004006,179,365,59
MAC004007,179,365,59
MAC004008,179,365,59
MAC004009,179,365,59
MAC004010,179,365,59
MAC004011,179,365,59
MAC004012,179,365,59
MAC004013,179,365,59
MAC004014,124,365,59
MAC004015,179,365,59
MAC004016,179,365,59
MAC004017,179,365,59
MAC004018,179,123,0
MAC004019,179,365,59
MAC004020,179,365,59
MAC004021,179,365,59
MAC004022,179,365,59
MAC004023,179,365,59
MAC004024,179,365,59
MAC004025,179,365,59
MAC004026,179,365,59
MAC004027,179,365,59
MAC004028,179,365,59
MAC004029,179,365,59
MAC004030,179,365,59
MAC004031,179,107,0
MAC004032,179,365,59
MAC004033,179,197,0
MAC004034,179,261,0
MAC004035,179,365,59
MAC004036,179,365,59
MAC004037,179,365,59
MAC004038,179,365,59
MAC004039,179,365,59
MAC004040,179,365,59
MAC004041,179,365,59
MAC004042,179,365,59
MAC004043,179,365,59
MAC004044,179,365,59
MAC004045,179,365,59
MAC004046,179,219,0
MAC004047,178,228,0
MAC004048,178,365,59
MAC004049,178,365,59
MAC004050,178,365,59
MAC004051,178,365,59
MAC004052,178,365,59
MAC004053,178,365,59
MAC004054,178,365,59
MAC004055,178,365,59
MAC004056,178,365,59
MAC004057,178,365,59
MAC004058,178,350,59
MAC004059,177,365,59
MAC004060,178,365,59
MAC004061,178,339,0
MAC004062,178,365,59
MAC004063,178,365,59
MAC004064,178,364,59
MAC004065,228,365,59
MAC004066,228,365,59
MAC004067,228,365,59
MAC004068,228,365,59
MAC004069,0,181,59
MAC004070,228,363,59
MAC004071,228,43,0
MAC004072,228,365,59
MAC004073,228,365,59
MAC004074,228,365,59
MAC004075,228,365,59
MAC004076,228,365,59
MAC004077,228,365,59
MAC004078,228,365,59
MAC004079,228,365,59
MAC004080,228,365,59
MAC004081,228,365,59
MAC004082,228,365,59
MAC004083,228,149,0
MAC004084,228,365,15
MAC004085,228,365,59
MAC004086,227,365,59
MAC004087,227,365,59
MAC004088,228,365,59
MAC004089,228,365,59
MAC004090,228,365,59
MAC004091,228,365,59
MAC004092,227,327,0
MAC004093,228,364,59
MAC004094,228,365,59
MAC004095,228,365,23
MAC004096,228,365,59
MAC004097,228,365,59
MAC004098,227,365,59
MAC004099,226,365,59
MAC004100,228,365,59
MAC004101,228,365,59
MAC004102,228,365,59
MAC004103,228,365,59
MAC004104,228,162,0
MAC004105,228,365,59
MAC004106,228,365,59
MAC004107,228,365,59
MAC004108,228,365,59
MAC004109,227,365,59
MAC004110,227,365,59
MAC004111,227,365,59
MAC004112,227,365,59
MAC004113,227,365,59
MAC004114,227,365,59
MAC004115,227,365,59
MAC004116,227,365,59
MAC004117,227,365,59
MAC004118,227,365,59
MAC004119,226,71,0
MAC004120,227,365,59
MAC004121,227,365,59
MAC004122,227,365,59
MAC004123,227,365,59
MAC004124,226,363,59
MAC004125,227,365,59
MAC004126,226,365,59
MAC004127,227,315,0
MAC004128,227,365,59
MAC004129,227,365,59
MAC004130,227,365,59
MAC004131,227,365,59
MAC004132,227,365,59
MAC004133,120,365,59
MAC004134,214,365,59
MAC004135,227,365,59
MAC004136,225,365,59
MAC004137,225,106,0
MAC004138,225,365,59
MAC004139,225,365,59
MAC004140,225,365,59
MAC004141,225,365,59
MAC004142,225,365,59
MAC004143,225,365,59
MAC004144,225,365,59
MAC004145,225,365,59
MAC004146,225,365,59
MAC004147,225,365,59
MAC004148,225,365,59
MAC004149,224,365,59
MAC004150,223,365,59
MAC004151,225,365,59
MAC004152,224,365,59
MAC004153,225,365,59
MAC004154,225,365,59
MAC004155,225,365,59
MAC004156,224,365,59
MAC004157,225,365,59
MAC004158,225,364,59
MAC004159,225,365,59
MAC004160,225,24,0
MAC004161,225,365,59
MAC004162,225,365,59
MAC004163,225,365,59
MAC004164,225,365,59
MAC004165,225,365,59
MAC004166,225,365,59
MAC004167,225,365,59
MAC004168,225,365,59
MAC004169,225,365,59
MAC004170,224,365,59
MAC004171,225,365,59
MAC004172,224,365,59
MAC004173,225,365,59
MAC004174,225,365,59
MAC004175,225,365,59
MAC004176,225,365,59
MAC004177,225,365,59
MAC004178,225,358,0
MAC004179,225,365,59
MAC004180,225,365,59
MAC004181,225,365,59
MAC004182,225,365,59
MAC004183,224,365,59
MAC004184,225,365,59
MAC004185,225,365,59
MAC004186,224,365,59
MAC004187,225,365,59
MAC004188,225,365,59
MAC004189,225,365,59
MAC004190,225,365,59
MAC004191,225,365,59
MAC004192,225,365,59
MAC004193,225,365,59
MAC004194,225,365,59
MAC004195,223,365,59
MAC004196,223,365,59
MAC004197,222,365,59
MAC004198,223,257,0
MAC004199,223,365,59
MAC004200,223,365,59
MAC004201,223,365,59
MAC004202,223,365,59
MAC004203,223,365,59
MAC004204,223,365,59
MAC004205,223,365,59
MAC004206,222,365,59
MAC004207,222,365,59
MAC004208,223,365,59
MAC004209,222,362,59
MAC004210,223,365,59
MAC004211,223,365,59
MAC004212,222,365,59
MAC004213,223,365,59
MAC004214,223,365,59
MAC004215,223,365,59
MAC004216,223,365,59
MAC004217,223,365,59
MAC004218,223,365,59
MAC004219,222,365,59
MAC004220,223,365,59
MAC004221,223,365,59
MAC004222,223,365,59
MAC004223,222,365,59
MAC004224,223,365,59
MAC004225,223,365,59
MAC004226,223,315,0
MAC004227,223,29,0
MAC004228,223,365,59
MAC004229,223,365,59
MAC004230,223,365,58
MAC004231,223,365,59
MAC004232,223,365,59
MAC004233,223,365,59
MAC004234,223,365,59
MAC004235,223,365,59
MAC004236,223,365,59
MAC004237,223,365,59
MAC004238,223,365,59
MAC004239,223,365,59
MAC004240,223,156,0
MAC004241,223,365,59
MAC004242,223,49,0
MAC004243,220,365,59
MAC004244,222,365,59
MAC004245,223,365,59
MAC004246,222,365,59
MAC004247,222,365,59
MAC004248,0,322,59
MAC004249,223,365,59
MAC004250,223,365,59
MAC004251,223,365,59
MAC004252,223,365,59
MAC004253,223,365,59
MAC004254,222,365,59
MAC004255,222,365,59
MAC004256,222,365,59
MAC004257,219,185,0
MAC004258,222,365,59
MAC004259,222,365,59
MAC004260,222,365,59
MAC004261,222,365,35
MAC004262,222,365,59
MAC004263,222,365,59
MAC004264,222,365,59
MAC004265,222,365,59
MAC004266,221,365,59
MAC004267,222,365,59
MAC004268,222,365,59
MAC004269,221,365,59
MAC004270,222,189,0
MAC004271,222,365,59
MAC004272,221,365,59
MAC004273,222,365,59
MAC004274,222,365,59
MAC004275,222,365,59
MAC004276,222,365,59
MAC004277,222,365,59
MAC004278,222,365,59
MAC004279,222,365,59
MAC004280,222,365,59
MAC004281,222,365,59
MAC004282,222,365,59
MAC004283,222,365,59
MAC004284,222,273,0
MAC004285,222,365,59
MAC004286,222,365,59
MAC004287,222,365,59
MAC004288,221,365,59
MAC004289,222,365,59
MAC004290,220,365,59
MAC004291,222,365,59
MAC004292,222,365,59
MAC004293,222,295,0
MAC004294,222,365,59
MAC004295,221,365,59
MAC004296,222,365,59
MAC004297,221,365,59
MAC004298,222,365,59
MAC004299,222,229,0
MAC004300,222,365,59
MAC004301,222,365,59
MAC004302,221,365,59
MAC004303,222,253,0
MAC004304,222,365,59
MAC004305,222,365,59
MAC004306,222,365,59
MAC004307,222,365,59
MAC004308,221,365,59
MAC004309,221,365,59
MAC004310,221,365,59
MAC004311,221,75,0
MAC004312,220,365,59
MAC004313,221,365,59
MAC004314,221,365,59
MAC004315,221,365,59
MAC004316,218,365,59
MAC004317,221,365,59
MAC004318,221,365,59
MAC004319,221,365,59
MAC004320,220,365,59
MAC004321,221,365,59
MAC004322,221,365,59
MAC004323,221,227,0
MAC004324,221,365,59
MAC004325,293,365,59
MAC004326,293,365,59
MAC004327,293,365,59
MAC004328,293,365,59
MAC004329,293,365,59
MAC004330,293,365,59
MAC004331,293,365,59
MAC004332,293,365,59
MAC004333,293,365,59
MAC004334,293,365,59
MAC004335,293,365,59
MAC004336,293,365,59
MAC004337,292,365,59
MAC004338,292,365,59
MAC004339,292,365,59
MAC004340,292,365,59
MAC004341,292,365,59
MAC004342,292,365,59
MAC004343,292,365,59
MAC004344,292,365,59
MAC004345,292,365,59
MAC004346,292,365,59
MAC004347,292,365,59
MAC004348,292,365,59
MAC004349,292,365,59
MAC004350,292,365,59
MAC004351,292,365,32
MAC004352,292,365,59
MAC004353,291,365,59
MAC004354,292,365,59
MAC004355,292,365,59
MAC004356,292,365,59
MAC004357,292,365,59
MAC004358,292,365,59
MAC004359,292,365,59
MAC004360,292,365,59
MAC004361,292,365,59
MAC004362,291,364,57
MAC004363,291,365,59
MAC004364,251,0,0
MAC004365,290,365,59
MAC004366,291,365,59
MAC004367,291,365,59
MAC004368,291,365,59
MAC004369,291,365,59
MAC004370,291,365,10
MAC004371,291,365,59
MAC004372,291,365,59
MAC004373,291,365,59
MAC004374,291,365,59
MAC004375,291,365,59
MAC004376,291,365,59
MAC004377,291,365,59
MAC004378,291,365,59
MAC004379,291,365,59
MAC004380,291,365,59
MAC004381,291,365,59
MAC004382,291,365,59
MAC004383,291,365,59
MAC004384,291,365,59
MAC004385,291,365,59
MAC004386,291,365,59
MAC004387,291,365,59
MAC004388,291,365,59
MAC004389,291,365,59
MAC004390,290,365,59
MAC004391,290,365,59
MAC004392,290,188,0
MAC004393,290,365,59
MAC004394,290,365,59
MAC004395,290,365,59
MAC004396,290,365,59
MAC004397,288,365,59
MAC004398,288,365,59
MAC004399,288,365,59
MAC004400,288,365,59
MAC004401,288,365,59
MAC004402,288,365,59
MAC004403,288,365,59
MAC004404,288,365,59
MAC004405,288,365,59
MAC004406,288,365,59
MAC004407,287,365,59
MAC004408,288,365,59
MAC004409,288,365,59
MAC004410,288,365,59
MAC004411,288,365,59
MAC004412,288,365,59
MAC004413,288,365,59
MAC004414,288,365,59
MAC004415,288,365,59
MAC004416,288,365,59
MAC004417,288,365,59
MAC004418,288,365,59
MAC004419,288,365,59
MAC004420,288,365,18
MAC004421,288,365,59
MAC004422,288,365,59
MAC004423,288,365,59
MAC004424,288,365,59
MAC004425,288,365,59
MAC004426,288,365,59
MAC004427,288,365,59
MAC004428,288,365,59
MAC004429,287,365,59
MAC004430,287,365,59
MAC004431,287,365,59
MAC004432,287,52,0
MAC004433,287,289,0
MAC004434,287,365,59
MAC004435,287,86,0
MAC004436,287,365,59
MAC004437,287,365,59
MAC004438,287,365,59
MAC004439,287,365,59
MAC004440,287,365,59
MAC004441,287,365,59
MAC004442,287,365,59
MAC004443,287,365,59
MAC004444,285,365,59
MAC004445,285,333,56
MAC004446,287,365,59
MAC004447,287,365,59
MAC004448,287,365,59
MAC004449,287,365,59
MAC004450,286,365,59
MAC004451,286,365,59
MAC004452,286,365,59
MAC004453,286,365,59
MAC004454,286,365,59
MAC004455,382,365,59
MAC004456,382,365,59
MAC004457,382,365,48
MAC004458,382,365,59
MAC004459,382,365,59
MAC004460,381,365,59
MAC004461,381,365,59
MAC004462,381,365,59
MAC004463,381,365,59
MAC004464,381,365,59
MAC004465,381,365,59
MAC004466,381,365,59
MAC004467,381,365,59
MAC004468,381,365,59
MAC004469,381,365,59
MAC004470,381,365,59
MAC004471,381,234,0
MAC004472,381,365,59
MAC004473,381,365,59
MAC004474,381,159,0
MAC004475,381,365,59
MAC004476,381,365,59
MAC004477,381,365,59
MAC004478,379,365,59
MAC004479,378,353,56
MAC004480,379,322,0
MAC004481,379,365,59
MAC004482,379,365,59
MAC004483,375,363,59
MAC004484,379,323,0
MAC004485,379,365,59
MAC004486,377,190,0
MAC004487,379,365,59
MAC004488,379,365,59
MAC004489,379,365,59
MAC004490,379,365,59
MAC004491,379,365,59
MAC004492,379,365,59
MAC004493,379,365,59
MAC004494,379,365,59
MAC004495,379,365,59
MAC004496,379,365,35
MAC004497,379,365,59
MAC004498,379,365,59
MAC004499,379,365,59
MAC004500,379,365,59
MAC004501,379,365,59
MAC004502,379,365,59
MAC004503,379,365,59
MAC004504,379,365,59
MAC004505,379,365,59
MAC004506,379,365,59
MAC004507,379,365,59
MAC004508,378,365,59
MAC004509,378,365,59
MAC004510,378,365,59
MAC004511,378,365,59
MAC004512,378,365,59
MAC004513,378,365,59
MAC004514,378,365,59
MAC004515,378,365,59
MAC004516,378,365,59
MAC004517,378,365,59
MAC004518,378,365,59
MAC004519,378,365,59
MAC004520,378,365,59
MAC004521,378,365,59
MAC004522,378,365,59
MAC004523,378,365,59
MAC004524,378,365,59
MAC004525,378,365,59
MAC004526,378,365,59
MAC004527,377,365,59
MAC004528,377,365,59
MAC004529,377,365,59
MAC004530,372,365,59
MAC004531,377,365,59
MAC004532,377,365,59
MAC004533,377,365,59
MAC004534,377,365,59
MAC004535,377,365,59
MAC004536,377,52,0
MAC004537,377,365,59
MAC004538,377,184,0
MAC004539,377,365,59
MAC004540,377,365,59
MAC004541,377,365,59
MAC004542,377,365,59
MAC004543,377,365,59
MAC004544,377,365,53
MAC004545,377,365,59
MAC004546,377,365,59
MAC004547,376,365,59
MAC004548,376,322,0
MAC004549,376,365,59
MAC004550,376,365,59
MAC004551,376,365,59
MAC004552,376,365,59
MAC004553,374,365,59
MAC004554,376,365,59
MAC004555,376,365,59
MAC004556,376,365,59
MAC004557,376,365,59
MAC004558,376,204,0
MAC004559,376,365,59
MAC004560,376,95,0
MAC004561,376,365,59
MAC004562,376,365,59
MAC004563,376,365,59
MAC004564,376,365,59
MAC004565,375,365,59
MAC004566,375,365,59
MAC004567,375,365,59
MAC004568,375,62,0
MAC004569,375,365,59
MAC004570,375,365,59
MAC004571,375,365,59
MAC004572,375,365,59
MAC004573,375,365,59
MAC004574,375,365,59
MAC004575,370,365,59
MAC004576,370,365,59
MAC004577,370,365,59
MAC004578,370,228,0
MAC004579,370,365,59
MAC004580,370,43,0
MAC004581,370,365,59
MAC004582,112,365,8
MAC004583,370,365,59
MAC004584,369,365,59
MAC004585,175,365,59
MAC004586,174,365,59
MAC004587,174,365,59
MAC004588,174,365,59
MAC004589,174,365,59
MAC004590,174,365,59
MAC004591,174,365,59
MAC004592,174,365,34
MAC004593,174,365,59
MAC004594,174,365,59
MAC004595,174,365,59
MAC004596,174,365,31
MAC004597,174,365,59
MAC004598,174,365,59
MAC004599,174,365,59
MAC004600,174,365,59
MAC004601,174,365,59
MAC004602,174,365,59
MAC004603,174,365,59
MAC004604,174,365,59
MAC004605,174,365,59
MAC004606,174,365,59
MAC004607,174,365,59
MAC004608,174,365,59
MAC004609,174,365,59
MAC004610,174,365,59
MAC004611,174,365,59
MAC004612,174,10,0
MAC004613,165,365,59
MAC004614,174,365,59
MAC004615,174,365,59
MAC004616,174,365,59
MAC004617,174,365,59
MAC004618,174,365,59
MAC004619,174,365,59
MAC004620,174,365,59
MAC004621,174,365,59
MAC004622,174,365,59
MAC004623,174,365,59
MAC004624,174,185,0
MAC004625,174,365,59
MAC004626,174,365,59
MAC004627,174,365,59
MAC004628,174,365,59
MAC004629,174,365,59
MAC004630,174,365,59
MAC004631,174,15,0
MAC004632,174,365,59
MAC004633,173,62,0
MAC004634,173,365,59
MAC004635,173,365,59
MAC004636,173,365,59
MAC004637,173,365,59
MAC004638,173,365,59
MAC004639,173,230,0
MAC004640,173,365,59
MAC004641,173,365,59
MAC004642,173,365,59
MAC004643,173,365,59
MAC004644,173,365,59
